9,General,,,,,,
CODIGO,NOMBRE DEL PRODUCTO,PRECIO,EX.,MARCA,MP,P.SUG.,ROT
P18MR,*PLANTA AMBULIA ROJA NEON M.(OF),$122.91,5,ZREMA-65,36,$94.38,AAA
P14SGL,*PLANTA NITELLA GLOW LITE S.,$122.91,17,ZREMA-65,36,$94.38,AAA
P12SGL,*PLANTA LUDWIGIA AZUL GLOW S.,$122.91,35,ZREMA-65,36,$94.38,AAA
09850,*PLANTA TIPO CORAL MED.,$123.15,1,ZREMA-65,,$94.38,AAA
84207DOG,JUGUETE SUAVE PERRITO 14 CM.,$123.16,2,ZREMA-65,6,$94.59,AAA
KB201,PUENTE DE LADRILLO,$123.46,5,ZREMA-65,64,$94.80,AAA
100106187,PELLET CIC. COLOR 128G.(OF),$123.90,9,ZREMA-65,36,$95.02,AAA
MP5970,*TRANSPORTADORA 35 X 21 CM.,$123.98,1,ZREMA-65,1,$95.36,AAA
FFC-10,CLIP SUJETADOR DE ALGAS,$126.00,17,ZREMA-65,12,$96.73,AAA
TF200,AL.ANTIBAC.P/TORT.Y LIZ.56 G.,$126.89,8,ZREMA-65,24,$97.59,AAA
501-CTD,*REP. P/FILT. CASCADA 501,$126.89,29,ZREMA-65,80,$97.59,AAA
P16MH,*PLANTA HAIR GRASS 20 CM.(OF),$129.13,19,ZREMA-65,36,$99.31,AAA
P7MH,*PLANTA ENCAJE 21 CM C/PL(OF),$129.13,19,ZREMA-65,36,$99.31,AAA
P2MH,*PLANTA LILY ROJA 18 CM. C/PL(OF),$129.13,20,ZREMA-65,36,$99.31,AAA
MP5787,*CORREA-COLLAR SURT.2 CM.MED.,$129.96,15,ZREMA-65,1,$99.97,AAA
MP5786,*CORREA Y COLLAR SURT. 2 CM CH.,$131.36,22,ZREMA-65,1,$101.04,AAA
WA301,TURTLE DELITE 40 GR.,$132.24,45,ZREMA-65,48,$101.72,AA
GFE4,NUTRIENTES P/GOLFISH 115 ML.,$132.57,5,ZREMA-65,24,$101.67,AAA
68604,SULFATO DE COBRE 4OZ(OF),$133.91,5,ZREMA-65,12,$102.96,AAA
LSD-PL,COLLAR LEDS COL.SURT. G.,$134.36,2,ZREMA-65,1,$103.17,AAA
LSD-PS,*COLLAR LEDS COL.S.CH.,$134.36,48,ZREMA-65,1,$103.17,AAA
100106042,HOJUELAS PARA GOLDFISH 65 GR.,$137.34,54,ZREMA-65,24,$105.31,AAA
37344,AZUL DE METILENO 118ML.(OF),$137.58,18,ZREMA-65,24,$105.53,AAA
05221,DISCOS DE ALGA SPIRULINA 56 GR.,$137.79,116,ZREMA-65,140,$105.74,AAA
MM033,ACRIFLAVINA 125 ML.,$137.88,2,ZREMA-65,1,$123.03,AA
EX016,PAPILLA C/VIT. P/MOSCA D/FRUTA,$139.20,1,ZREMA-65,1,$107.07,AAA
15106,CORREA CON RESORTE(OF),$139.43,15,ZREMA-65,1,$107.03,AAA
MF2FOX,*REPUESTO LIMPIA MANGUERAS(OF),$140.18,19,ZREMA-65,5,$107.67,AAA
16977-01,AL.HERMITCRAB CAKES 120 GR.,$140.18,68,ZREMA-65,24,$107.67,AAA
PL13W-B,REP. P/COMP. PL13W.(50/50)(OF),$140.83,6,ZREMA-65,25,$108.32,AAA
P18MPR,*PLANTA AMBULIA PURPURA PERLA M.,$141.57,35,ZREMA-65,36,$108.75,AAA
100106016,RENOV.AGUA G.FISH 118ML.,$141.82,44,ZREMA-65,36,$108.75,AAA
100106008,NEUTRALIZADOR DE AMONIA 118ML.,$141.82,77,ZREMA-65,36,$108.75,AAA
P3MH,*PLANTA LILY BCA 18 CM.,$142.32,1,ZREMA-65,36,$109.39,AAA
P18MH,*PLANTA AMBULIA 20 CM. C/PL(OF),$142.32,10,ZREMA-65,36,$109.39,AAA
P17MH,*P.VALISNERIA 21 CM.(OF),$142.32,39,ZREMA-65,36,$109.39,AAA
91381,HOJUELAS SUPER COLOR 28 GR.,$142.87,155,ZREMA-65,72,$109.82,AAA
77325,*TRAT. TROPICALES 12 T.,$144.56,18,ZREMA-65,48,$110.89,AAA
P8LB,*PLANTA C.MOSS NEON G.(OF),$144.81,16,ZREMA-65,36,$111.32,AAA
CT-10199,*RATON ASPERO 8CM.,$145.55,8,ZREMA-65,24,$111.96,AAA
02361,PELLETS GOLDFISH PEQUEÑOS 119 GR.,$145.85,123,ZREMA-65,72,$111.96,AA
PL55W-A,REP.COMP.PL55W 10000K(OF),$147.20,30,ZREMA-65,25,$113.04,AA
BP2145,CIRUJANO LATEX FLOUR.,$147.50,82,ZREMA-65,120,$113.25,AAA
80255,REMOV.DE CLORO Y MET.PES.4OZ(OF),$148.54,28,ZREMA-65,12,$113.89,AAA
TF300,AL.ANTIBAC. P/TORT.ACU.127 G.,$148.79,6,ZREMA-65,24,$114.32,AAA
AP52B,AC.ACUARIOS NUEVOS 118ML.(OF),$148.84,75,ZREMA-65,12,$114.32,AA
100106009,NEUTRALIZADOR DE AMONIA 236ML.,$149.53,35,ZREMA-65,12,$114.75,AAA
IN005,S. PETSHOWER 250 ML.,$150.00,8,ZREMA-65,,$133.84,AA
P22BH,*PLANTA JACINTO ROJA 12 CM. C/PL,$151.28,18,ZREMA-65,36,$116.25,AAA
P21BH,*PLANTA CRIPTA 12 CM. C/PL,$151.28,31,ZREMA-65,36,$116.25,AAA
100106029,AL. PECES DE FONDO 85GR.(OF),$152.27,47,ZREMA-65,36,$116.90,AAA
00361,PLANKTON SECO 24 GR.,$153.32,16,ZREMA-65,72,$117.76,AAA
BP2143,AD.PEZ GLOBO FLUOR.FLOTANTE(OF),$153.47,99,ZREMA-65,120,$117.76,AAA
100106017,RENOV.AGUA BETTAS 118ML.,$155.25,16,ZREMA-65,36,$119.04,AAA
TAPEPAN,TAPETE PANORAM. 50 CM.,$155.90,5,ZREMA-65,1,$119.92,AAA
KE1117,DINOSAURIOS RECIEN NAC.CH.,$156.75,9,ZREMA-65,24,$120.54,AAA
ET-10,TAPETE 10 GAL. P/TERRARIO,$158.99,4,ZREMA-65,24,$122.26,AAA
KG202,TORRE Y CASA C/MOLINO,$158.99,4,ZREMA-65,36,$122.26,AAA
69552-BLK,CONECTOR Y 3/4 A 1/2 PG.(OF),$159.14,26,ZREMA-65,20,$122.26,AA
KA259,POLIPOS SOBRE PIEDRA,$160.04,1,ZREMA-65,60,$122.90,AAA
AD-66,PAGODA C/MOV. 13X5X13 CM.,$161.99,4,ZREMA-65,1,$124.61,AAA
BC-A002,*ILUMINACION PARA BICICLETAS,$162.13,1,ZREMA-65,1,$124.41,AAA
AP31C,INCREMENTADOR DE PH 118ML.,$162.72,14,ZREMA-65,12,$125.05,AAA
26332,*REP.P/CASC.EX30-EX45-EX70 1 PZ.,$162.87,3,ZREMA-65,36,$125.05,AAA
03361,PELLETS G.FISH MED.119 GR.,$163.02,86,ZREMA-65,72,$125.26,AA
P12MGL,*PLANTA LUDWIGIA AZUL G.L.M.,$163.22,38,ZREMA-65,36,$125.48,AAA
AP175D,ELECTRO RIGHT 118 ML.,$163.47,6,ZREMA-65,12,$125.69,AAA
3315,MARACIDE MEDIC.60ML.,$163.47,76,ZREMA-65,72,$125.69,AAA
17724,REP.P/COMP.PL 13W 50/50 (OF),$164.96,7,ZREMA-65,12,$126.76,AAA
IN002,MEGATROL S.ANTIPULGAS,$165.00,2,ZREMA-65,,$147.23,AA
P12LW,*PLANTA LUDWIGIA BCA L.(OF),$166.21,5,ZREMA-65,36,$127.84,AAA
5450W,"*VALVULA P/TUBO DE 5/8""(OF)",$167.50,16,ZREMA-65,1,$128.70,AA
TF400,AL.A.BACT. P/TORT.170 G.,$167.95,5,ZREMA-65,24,$129.12,AAA
AT-232,*TIRON  HILO JUG. 51CM,$167.95,16,ZREMA-65,100,$129.12,AAA
BP2144,DISCO DE LATEX FLOURESCENTE,$168.55,279,ZREMA-65,120,$129.55,AAA
51391,COLOR KELP HOJUELAS 28 GR.,$169.44,28,ZREMA-65,72,$130.20,AAA
MP5936,*PECHERA DE PIEL NEGRO 1CM,$169.65,4,ZREMA-65,1,$130.50,AAA
37644,TRAT.RID ICH 118ML.,$170.69,29,ZREMA-65,36,$131.27,AAA
39444,TRAT.ICH ATTACK 118ML.,$170.69,42,ZREMA-65,36,$131.27,AAA
39844,TRAT.RID FUNGUS 118ML.,$170.69,60,ZREMA-65,24,$131.27,AAA
CR9585,ANTIBACTERIAL 1 LTO.,$171.56,7,ZREMA-65,1,$131.97,AAA
0415,BEBEDERO P/BOTELLA,$172.43,8,ZREMA-65,36,$132.56,AAA
HD91247,CEPILLO DE GOMA REDONDO,$173.30,1,ZREMA-65,1,$133.31,AA
MARV402,ANTISEBORREICO SHAMPOO 250ML.,$174.00,7,ZREMA-65,1,$155.26,AAA
0789,COM.P/PALANQUETA P/ROEDOR,$176.31,50,ZREMA-65,24,$135.34,AAA
0895,FUENTE AGUA P/BOTELLON,$177.35,6,ZREMA-65,36,$136.20,AAA
P579,S.PERROS A.PULGAS 500ML,$177.48,9,ZREMA-65,12,$136.52,AAA
KE1111,TRACTOR EN RUINAS CH.,$178.40,8,ZREMA-65,36,$137.06,AAA
01461,HOJUELAS P/GOLDFISH 62 GR.,$179.29,5,ZREMA-65,48,$137.70,AAA
100106028,ALGAE ROUNDS 86 GR.(OF),$183.62,102,ZREMA-65,36,$140.92,AAA
KA015,CORALES DURO SOBRE PIDRA,$184.82,2,ZREMA-65,24,$141.99,AAA
ER201,GUANTE QUITA PELOS,$184.97,54,ZREMA-65,120,$141.99,AAA
69669,*MEDICAMENTO ICK 8 T.,$185.32,6,ZREMA-65,24,$165.16,AAA
KA212,POLIPOS SOBRE ROCAS,$187.06,3,ZREMA-65,18,$143.71,AAA
83331,PELLET CICLIDOS COLOR 119 GR.,$188.10,28,ZREMA-65,72,$144.57,AAA
MP6010,*BATA DE BAÑO P/PERROS MINI,$189.03,3,ZREMA-65,1,$145.41,AAA
100106280,REP.MINIPAD AMMONIA (OF),$189.10,34,ZREMA-65,72,$145.21,AAA
100106283,REP.MINI PAD CARBON(OF),$189.10,43,ZREMA-65,72,$145.21,AAA
100106286,REP.MINI PAD FOSFATO(OF),$189.10,52,ZREMA-65,72,$145.21,AAA
100106181,MINI PELLETS CIC. 241 GR.(OF),$189.84,16,ZREMA-65,24,$145.86,AAA
19026,RESPALDO 10G. GLOFISH CITY(OF),$191.58,69,ZREMA-65,6,$147.14,AAA
33444,ACOND.AMQUEL PLUS 118ML.(OF),$192.33,16,ZREMA-65,24,$147.79,AAA
P540B,PERFUME PERRO HEMBRAS 90 ML,$192.93,10,ZREMA-65,22,$148.40,A
100106191,AL.GRANULADO P/TROP.184 GR.(OF),$194.07,12,ZREMA-65,24,$149.07,AAA
P16LH,*PLANTA H.GRASS 26 CM.(OF),$195.07,15,ZREMA-65,36,$149.93,AAA
P12LH,*PLANTA LUDWIGIA 28 CM. C/PL(OF),$195.07,42,ZREMA-65,36,$149.93,AAA
15102,ARNES C/GANCHO P/CINTURON,$196.31,66,ZREMA-65,1,$151.00,AAA
MM605,PERFUME ANIMALS 70 ML. (MACHOS),$196.75,3,ZREMA-65,1,$151.35,AA
MM608,P.EVAN. HERRERA 70 ML.(MACHO),$196.75,3,ZREMA-65,1,$151.35,AA
MM606,P.ETERNITIES 70 ML.(MACHOS),$196.75,7,ZREMA-65,1,$151.35,AA
MM609,PERFUME BABY 70 ML. (HEMBRAS),$196.77,1,ZREMA-65,1,$151.36,AA
MM610,PERFUME MIRAGE 70 ML. (HEMBRAS),$196.77,5,ZREMA-65,1,$151.36,AA
MM611,PERFUME TOMMY 70 ML. (HEMBRAS),$196.77,7,ZREMA-65,1,$151.36,AA
PA1,*P.P/DISIMULAR MANGUERA(OF),$198.06,42,ZREMA-65,36,$152.29,AAA
100106032,HOJUELAS TROPICALES 65 GR.,$200.04,9,ZREMA-65,24,$153.58,AAA
KE1164,COCODRILO C/PELOTA C/MOV.,$200.79,1,ZREMA-65,15,$154.44,AAA
11330,COOPER SAFE 118ML.,$200.79,64,ZREMA-65,48,$154.44,AAA
83302,FRITZ Z.360 8OZ A.DULCE(OF),$201.04,5,ZREMA-65,12,$154.44,AA
01431,HOJUELAS PARA CICLIDOS 62 GR.,$201.39,11,ZREMA-65,48,$154.65,AAA
SG78,"*PLANTA RED CRI. 15""",$201.54,11,ZREMA-65,24,$154.86,AAA
70021,JUG.P/PERROS LANZAPELOTAS,$201.54,76,ZREMA-65,30,$154.65,AAA
HPR384,ESTRELLA DE MAR 14X16 CM. AIR.,$203.53,2,ZREMA-65,1,$156.56,AAA
MM065,*DESPARASITANTE INT.Y A.MIBIATICO,$204.06,17,ZREMA-65,1,$182.08,AA
GFB1-1,JUGUETE PELOTA MONSTRUO 15 CM.,$204.28,1,ZREMA-65,24,$157.01,AAA
100106039,HOJUELAS TROP.COLOR 65 GR.,$204.52,3,ZREMA-65,24,$157.01,AAA
KB1113,SOLDADO CON METRALLETA MED.,$204.67,14,ZREMA-65,18,$157.22,AAA
37914,TRAT.RAPID CURE 118ML.,$205.52,24,ZREMA-65,24,$158.08,AAA
8134,JALADERA ULTRA RESISTENTE 30X11,$206.67,8,ZREMA-65,6,$158.97,AAA
KE1166,RANAS CON MOVIMIENTO,$208.26,6,ZREMA-65,60,$160.01,AAA
01111,CARBONATE HARDENNES 8 OZ.,$208.99,18,ZREMA-65,36,$160.44,AAA
MM054,RESINA INTCAMB. DE IONES,$209.46,9,ZREMA-65,1,$161.12,AA
66050,S.F.PELLET BETTA 1MM.50GR.(D),$210.50,35,ZREMA-65,80,$161.73,AAA
P32CM,*PLANTA CRIPTA FLOR. 21CM. C/PL,$211.99,16,ZREMA-65,36,$163.02,AAA
CR9587,MIN. DIG. P/PALOMA 1KG.,$212.28,10,ZREMA-65,1,$163.29,AAA
GFE8,NUTRIENTES GOLDFISH 228 ML.,$213.33,9,ZREMA-65,24,$163.87,AAA
PA0136-03,*REP.CART.P/ECLIPSE K 3 PZ.,$214.98,5,ZREMA-65,24,$165.16,AAA
40408,S.PELLET DISCOS 1 MM 60 GR.(D),$215.27,25,ZREMA-65,80,$165.37,AAA
40708,S.PELLET 1 MM. DISCOS 80 G.(D),$215.27,32,ZREMA-65,80,$165.37,AAA
01441,HOJ. P/PECES NUEVOS 62 GR.,$217.51,4,ZREMA-65,48,$167.09,AAA
JTRT,*REP.JERINGA EXPANDIBLE(OF),$217.96,19,ZREMA-65,10,$167.52,AAA
IN015,MEGAVET PENICILINA 24ML.,$219.00,4,ZREMA-65,,$195.41,AA
0787,*BAÑERA AVES P/JAULAS,$219.01,24,ZREMA-65,24,$168.38,AAA
29286,*PLANTA GLOFISH MULTIPACK SURT.,$221.44,2,ZREMA-65,36,$170.09,AAA
83369,FRITZ Z.460 8OZ A.SALADA(OF),$221.94,16,ZREMA-65,12,$170.52,AA
FH04,*KIT ASPERSOR BOMBA AGUA,$221.99,20,ZREMA-65,3,$170.52,AAA
FH03,*KIT ASPERSOR BOMBA AGUA,$221.99,24,ZREMA-65,3,$170.52,AAA
FH05,*KIT ASPERSOR P/BOMBAS,$221.99,35,ZREMA-65,3,$170.52,AAA
MM612,P.ETERNITIES 70 ML.(HEMBRAS),$222.34,3,ZREMA-65,1,$171.02,AA
33148,ACOND.NOVAQUA PLUS 237ML.(OF),$222.44,11,ZREMA-65,24,$170.74,AAA
0788,*COM.P/AVES DE LUJO,$223.93,1,ZREMA-65,24,$172.24,AAA
800100,CAMARON SECO 80 GR.,$224.90,10,ZREMA-65,12,$172.67,AAA
1510,REP. P/PARK IN HOME 51X41 CH,$225.74,3,ZREMA-65,1,$173.64,AAA
P18LH,*PLANTA AMBULIA 26 CM. C/PL.(OF),$225.92,16,ZREMA-65,24,$173.74,AAA
TE77261,*BLOODWORM GEL MIX 16CT,$226.20,42,ZREMA-65,,$174.00,AAA
TE77260,*BRINE SHRIMP GEL MIX 16CT,$226.20,73,ZREMA-65,,$174.00,AAA
TE77263,*GRAZING BLOCK (COLOR) 3PK,$226.20,135,ZREMA-65,,$174.00,AAA
TE77262,*ALGAE GEL MIX 16CT,$226.20,276,ZREMA-65,,$174.00,AAA
91481,HOJUELAS SUPER COLOR 62 GR.,$227.22,138,ZREMA-65,48,$174.60,AAA
01481,HOJUELAS C/AJO P/MARINOS 62 GR.,$229.01,17,ZREMA-65,48,$175.89,AAA
37144,TRAT.COPPER AID 118ML.(OF),$230.40,27,ZREMA-65,24,$177.17,AAA
0025,BALSAMO BCO ANESTESICO 240G.,$231.01,3,ZREMA-65,6,$206.13,AAA
0731,*KIT BEBEDERO PARA MASCOTAS,$231.10,22,ZREMA-65,12,$177.60,AAA
100111996,HUMIDIFICA REPT.240 ML.(OF),$233.64,7,ZREMA-65,12,$179.53,AA
SGA214,ADORNO CORAL G.ZONARIA CH.,$237.37,22,ZREMA-65,12,$182.53,AAA
80259,REMOV.DE CLORO Y MET.PES.8OZ(OF),$237.86,4,ZREMA-65,12,$182.75,AAA
SH239B,ROCA C/ANEMONA DE LATEX 8 CM.,$237.87,1,ZREMA-65,,$182.96,AAA
40310,S.PELLET 1 MM BAS.125 GR.(D),$237.88,31,ZREMA-65,48,$182.96,AAA
T5-39W-B,REP. P/COMP.T5 39W (ACTINICA),$238.86,10,ZREMA-65,25,$183.61,AA
T5-39W-A,"REP.P/COMP.T5HO39W (10,000K)",$238.86,11,ZREMA-65,25,$183.61,AA
T5-39W-R,REP. P/COMP.T5 39W (ROSA),$240.36,141,ZREMA-65,25,$184.68,AAA
P8ELH,*PLANTA CLUB MOSS 32CM.(OF),$240.85,14,ZREMA-65,36,$185.11,AAA
SVMF4,ALGA MIXTA TRITURADA 30GR.,$242.67,17,ZREMA-65,72,$186.61,AAA
100106043,HOJ. GOLDFISH 102 GR.(OF),$243.34,41,ZREMA-65,24,$186.82,AAA
00313,REDUCTOR DE PH 100 GRMS.(OF),$244.38,34,ZREMA-65,24,$187.90,AAA
04808,REPELENTE P/PERROS 8OZ.,$244.83,10,ZREMA-65,12,$188.33,AAA
21002-M,MESH REFLECTIVE VEST,$244.83,27,ZREMA-65,,$188.33,AAA
VADU,VASO DUAL PARA PERROS,$245.24,16,ZREMA-65,1,$188.64,AAA
100100550,PRO PLANTS 237 ML.,$245.43,6,ZREMA-65,12,$188.54,AAA
80209,BACT.AGUA DULCE 16OZ(OF),$246.58,28,ZREMA-65,12,$189.61,AAA
80204,BACT.AGUA SALADA 16OZ(OF),$246.58,50,ZREMA-65,12,$189.61,AAA
00559,BASE P/CILINDROS P/CO2(OF),$248.57,3,ZREMA-65,1,$191.11,AAA
P12LGL,*P.LUDWIGIA VERDE G.L.(OF),$251.30,33,ZREMA-65,36,$193.26,AAA
P16LGL,*PLANTA H.GASS AZUL GLOW G.,$251.30,39,ZREMA-65,36,$193.26,AAA
550C,*REPUESTO P/FIL.CASC.550,$251.55,19,ZREMA-65,,$193.47,AAA
KL1119,ROCA ESCONDITE INF.MED.,$251.55,20,ZREMA-65,24,$193.47,AAA
5410W,ABRAZADERA DE PLASTICO 3/4 P.(6),$252.90,4,ZREMA-65,6,$194.33,AAA
100111507,LIMP. TERRARIOS SPRAY(OF),$252.90,11,ZREMA-65,12,$194.33,AA
KA225,OSTRA ENTREAB. XL,$253.04,17,ZREMA-65,36,$194.55,AAA
100165356,*TUBO T8 LUZ DE DIA 15 W.(OF),$253.79,56,ZREMA-65,1,$195.19,AA
100165358,*TUBO T8 LUZ DE DIA 14 W.(OF),$253.79,65,ZREMA-65,1,$195.19,AA
KL1112,ROCA ESCONDITE SUP.MED.,$254.54,15,ZREMA-65,24,$195.62,AAA
25880,*PROPELA P/FILT. WHISPER,$256.28,4,ZREMA-65,12,$197.12,AAA
PA0138-03,*REP.CART.P/ECLIPSE G 3 PZ.,$256.78,1,ZREMA-65,24,$197.34,AAA
NMBG7,RESPALDO PECERA 10 G.ARRECIFE(OF),$256.78,23,ZREMA-65,36,$197.34,AAA
DT-10174,*BOLAS P/ RELLENAR 3 PULG.,$258.27,1,ZREMA-65,24,$198.62,AAA
KR1107,ROCA VIVA FIJI 29X21X13CM.,$258.27,4,ZREMA-65,12,$198.62,AAA
04411,PELLETS C/AJO P/MAR.231 GR.,$260.06,53,ZREMA-65,48,$199.91,AAA
100165354,*TUBO T8 LUZ DE DIA 17 W.(OF),$260.21,7,ZREMA-65,1,$199.91,AA
SBDTM9,*JUG.BOB ESPONJA DE FELPA 11X12 CM.,$260.51,6,ZREMA-65,18,$200.34,AAA
TOY00002,PELOTA PREMIOS DE GATOS,$261.26,16,ZREMA-65,1,$200.77,AAA
AM0010,ADORNO PULPO FLUORESCENTE(OF),$261.26,74,ZREMA-65,25,$200.77,AAA
P11ELH,*P.ROSAL ESP 33 CM. (OF),$262.75,10,ZREMA-65,24,$202.05,AAA
62050,PELLET INI/GROW 50 GR.250 MIC.,$263.20,14,ZREMA-65,80,$202.27,AA
2114,CADENA PARA ESTACA 4.5 M.,$264.54,2,ZREMA-65,12,$203.34,AAA
5415W,ABRAZADERA PLAS. 1/2 P.(6)(OF),$265.29,10,ZREMA-65,6,$203.98,AAA
0604,ROCA VOLC.P/AVES C/SUJECION,$265.59,17,ZREMA-65,24,$204.20,AAA
39852-BLK,"VALVULA 1/2"" ENS.ROSCA M.(OF)",$266.93,3,ZREMA-65,10,$205.06,AA
39853-BLK,"VALVULA 1/2"" ENS. ROSCA H.(OF)",$266.93,10,ZREMA-65,10,$205.06,AA
39851-BLK,"VALVULA CHECK 1/2"" ENS.(OF)",$266.93,16,ZREMA-65,10,$205.06,AA
39854-BLK,VALVULA 1/2 PG.ENSAMBLE(OF),$266.93,25,ZREMA-65,10,$205.06,AA
IN007,S. SHOWER CABALLOS 1L,$267.00,2,ZREMA-65,,$238.24,AA
01016,REMEDIO P/ENF.PIEL 16 OZ,$267.23,14,ZREMA-65,12,$205.49,AAA
04116,REPELENTE RASGUÑOS GATOS,$267.23,41,ZREMA-65,12,$205.49,AAA
SVGF4,ALGA VERDE TRITURADA 30GR.,$267.60,16,ZREMA-65,72,$205.70,AAA
SVPF4,ALGA PURPURA TRITURADA 30GR.,$267.60,45,ZREMA-65,72,$205.70,AAA
AM0009,AD.DRAGON DE MAR FLUOR.(OF),$268.71,194,ZREMA-65,25,$206.34,AAA
TMNT33,RAPHAEL MINI 3.5 X 3.5 X 5.5 CM.,$269.02,6,ZREMA-65,,$206.77,AAA
AP576G,ACOND.PLANTAS L.ZONE 236ML.(OF),$269.62,5,ZREMA-65,12,$207.20,AA
ASA25,AL. SANYU TUBIFEX WORMS DE 39 GR,$270.01,2,ZREMA-65,,$207.70,AA
SBR12,BOB ESPONJA Y PATRICIO(OF),$270.71,15,ZREMA-65,1,$208.06,AAA
80177,CLARIFICAOR DE AGUA 16OZ(OF),$271.21,14,ZREMA-65,12,$208.49,AA
TE77031,AL. TETRAMIN 3 EN 1,$271.72,1,ZREMA-65,,$209.01,AA
SVRF4,ALGA ROJA TRITURADA 30GR.,$272.45,62,ZREMA-65,72,$209.56,AA
MP5938,*PECHERA DE PIEL NEGRO 2CM,$274.05,1,ZREMA-65,1,$210.80,AAA
100100294,POLY-OX ORGANIC 237 ML.(OF),$274.69,6,ZREMA-65,12,$211.06,AAA
ZZ96341,C.ANTI PUL. P. 3 EN 1 CACHORROS,$279.41,11,ZREMA-65,1,$214.93,AAA
91421,COLOR KELP HOJUELAS 62 GR.,$282.01,64,ZREMA-65,48,$216.64,AAA
FT352,MORDEDERA P/PERRO COSTILLA,$282.16,1,ZREMA-65,,$216.85,AA
MM460,CICATRIZANTE MASCOTAS 35 ML.,$284.56,2,ZREMA-65,1,$253.91,AA
IN012,PLAGATROL SPRAY 500ML PLAGATROL,$285.00,2,ZREMA-65,,$254.30,AA
0842,*BEBEDERO PORTATIL .5L(OF),$286.04,34,ZREMA-65,6,$219.86,AA
1512,REP. P/PARK IN HOME 69X43 M,$287.91,1,ZREMA-65,1,$221.46,AAA
100106033,HOJ. TROPICALES 102 GR.,$289.61,24,ZREMA-65,24,$222.43,AAA
SBDTM3,*PATRICIO VINIL 24 CM.,$291.11,4,ZREMA-65,1,$223.93,AAA
5455W,"*VALVULA P/TUBO DE 3/4""(OF)",$292.76,4,ZREMA-65,1,$225.01,AA
100100242,ACOND. P/DISCOS 237 ML.(OF),$294.09,58,ZREMA-65,12,$225.86,AAA
SBR14,BOB ESPONJA C/MEDUSA G.(OF),$296.59,5,ZREMA-65,1,$228.01,AAA
14494,SKIP TO MY LOO 125ML ROHS,$297.09,10,ZREMA-65,12,$228.44,AAA
T5-54W-R,REP.P/COMP.T5 54W (ROJA),$298.58,144,ZREMA-65,1,$229.51,AAA
702682,S.PELLET GROW .75 MM.60 GR.(MYD),$298.88,62,ZREMA-65,45,$229.72,AAA
KB1106,BARCO PIRATA CON VELA MED.,$300.37,7,ZREMA-65,24,$231.01,AAA
43150,S.PELLET BAS.3 MM. 125 G.(MYD),$302.61,17,ZREMA-65,48,$232.73,AAA
70125,F.PELLET FLOAT 1 MM. 120 G.(OF),$306.04,37,ZREMA-65,48,$235.30,AA
40670,PELLET NEW LIFE 7MM KOI 375 GR.(D),$308.28,8,ZREMA-65,32,$236.80,AAA
BA075,*PERCHA FORMA ARBOL S.(OF),$308.53,119,ZREMA-65,6,$237.23,AAA
100100450,*TUBO T8 C.MAX 15W.(OF),$309.93,13,ZREMA-65,12,$238.09,AA
00512,SET DE CO2 P/NANO ACUARIOS,$311.02,2,ZREMA-65,1,$239.16,AAA
69557-BLK,"VALV.3/4""HEMBRA ENSAMBLE(OF)",$312.16,3,ZREMA-65,10,$239.81,AA
69558-BLK,VALVULA 3/4 PG. ENSAMBLE(OF),$312.16,11,ZREMA-65,10,$239.81,AA
KG004,PIEDRA C/MOLINO Y CASITA,$313.06,29,ZREMA-65,20,$240.66,AAA
100165352,*TUBO T8 LUZ DE DIA 25 W.(OF),$313.36,9,ZREMA-65,12,$240.88,AA
L180,LAMP.SUM.LEDS AZUL 18 CM.,$314.01,12,ZREMA-65,30,$241.52,AAA
CA008,POLIPOS FLUOR. AER. 18 CM.,$315.15,43,ZREMA-65,1,$242.17,AAA
A37-4,VITAMINAS Y MIN. AVES 120 ML.,$315.60,15,ZREMA-65,12,$242.59,AAA
PL36W-A,*REP.P/COMP.PL 36W 12000K(OF),$318.73,26,ZREMA-65,24,$245.17,AAA
KD013,ROCAS AMARILLAS CON PLANTAS,$319.03,8,ZREMA-65,12,$245.17,AAA
KB1102,HELICOPTERO EN RUINAS,$319.18,14,ZREMA-65,16,$245.17,AAA
KB1127,HONGOS SOBRE PIEDRA MED.,$319.48,2,ZREMA-65,16,$245.60,AAA
80732,PELLET NEW LIFE KOI MEDIUM 350GR.,$322.47,8,ZREMA-65,36,$247.96,AA
TF104,*TAPETE P/TERRARIO 20 G.,$322.91,1,ZREMA-65,,$248.39,AA
HD110,ENTRENADOR/BAÑO P/PERROS 500 ML.,$324.19,6,ZREMA-65,12,$249.38,AA
AP26,*MED.DE NITRITOS (180 TEST),$324.46,27,ZREMA-65,24,$249.46,AAA
47510,"REMOV.AMON.,CLORO, NIT.8OZ(OF)",$326.34,1,ZREMA-65,12,$250.75,A
04616,REPELENTE PERROS P/PATIOS,$326.94,11,ZREMA-65,12,$251.17,AAA
04016,REP. P/PERROS NO-GO 16 OZ.,$326.94,66,ZREMA-65,12,$251.17,AAA
100100451,*TUBO T8 C.MAX 17 W.(OF),$332.02,3,ZREMA-65,1,$255.25,AA
71204,S.PELLET U.RED.75 MM.50GR(MYD)(OF),$332.77,1,ZREMA-65,45,$255.89,AA
PL001-16,INCREMENTADOR PH 473 ML.,$333.07,12,ZREMA-65,12,$255.89,AAA
83370,FRITZ Z.460 16OZ A.SALADA(OF),$334.66,1,ZREMA-65,12,$257.40,AA
